217802	421291	240
225341	421291	62
247214	421291	387
277942	421291	44
360924	421291	109
372670	421291	97
380160	421291	473
5693	433293	43
15091	433293	113
44231	433293	1
50868	433293	130
55911	433293	6
64056	433293	45
74448	433293	66
109838	433293	233
131220	433293	157
167103	433293	80
171769	433293	21
185994	433293	275
203353	433293	277
217802	433293	130
225341	433293	32
247214	433293	181
277942	433293	37
360924	433293	61
372670	433293	68
380160	433293	333
418222	433293	46
5693	445126	40
15091	445126	96
44231	445126	0
50868	445126	102
55911	445126	63
64056	445126	75
74448	445126	84
109838	445126	155
131220	445126	182
167103	445126	61
171769	445126	29
185994	445126	264
203353	445126	256
217802	445126	125
225341	445126	11
247214	445126	247
277942	445126	33
360924	445126	78
372670	445126	102
380160	445126	297
418222	445126	63
5693	454365	16
15091	454365	77
44231	454365	10
50868	454365	155
55911	454365	33
64056	454365	50
74448	454365	73
109838	454365	152
131220	454365	229
167103	454365	48
171769	454365	33
185994	454365	239
203353	454365	267
217802	454365	102
225341	454365	11
247214	454365	171
277942	454365	46
360924	454365	34
372670	454365	38
380160	454365	250
418222	454365	37
18344	483412	89
29756	483412	47
95256	483412	26
100530	483412	45
104687	483412	49
134334	483412	136
189074	483412	48
289198	483412	49
303867	483412	112
310528	483412	105
314538	483412	133
327240	483412	36
334889	483412	64
352385	483412	53
421291	483412	311
433293	483412	188
445126	483412	217
18344	496513	36
29756	496513	35
95256	496513	58
100530	496513	68
104687	496513	85
134334	496513	62
189074	496513	46
289198	496513	30
303867	496513	66
310528	496513	73
314538	496513	37
327240	496513	40
334889	496513	59
352385	496513	18
421291	496513	136
433293	496513	93
445126	496513	150
454365	496513	189
5693	499411	40
15091	499411	152
44231	499411	7
50868	499411	210
55911	499411	80
64056	499411	115
74448	499411	80
109838	499411	253
131220	499411	286
167103	499411	48
171769	499411	43
185994	499411	321
203353	499411	292
217802	499411	181
225341	499411	8
247214	499411	255
277942	499411	42
360924	499411	63
372670	499411	81
380160	499411	403
418222	499411	30
483412	499411	484
