	5C_305_ENm008_REV_1|hg18|chr16:1-5693	5C_305_ENm008_OUT_2-5|hg18|chr16:5693-11138	5C_305_ENm008_REV_6|hg18|chr16:11138-15091	5C_305_ENm008_FOR_7|hg18|chr16:15091-18344	5C_305_ENm008_FOR_8|hg18|chr16:18344-29756	5C_305_ENm008_REV_10|hg18|chr16:29779-44231	5C_305_ENm008_REV_11|hg18|chr16:44231-50868	5C_305_ENm008_REV_12|hg18|chr16:50868-52846	5C_305_ENm008_REV_13|hg18|chr16:52846-55911	5C_305_ENm008_FOR_14|hg18|chr16:55911-56690	5C_305_ENm008_REV_15|hg18|chr16:56690-64056	5C_305_ENm008_FOR_16|hg18|chr16:64056-65723	5C_305_ENm008_REV_17|hg18|chr16:65723-74448	5C_305_ENm008_REV_18|hg18|chr16:74448-86128	5C_305_ENm008_FOR_19|hg18|chr16:86128-86217	5C_305_ENm008_FOR_20|hg18|chr16:86217-87749	5C_305_ENm008_REV_21|hg18|chr16:87749-90248	5C_305_ENm008_FOR_22|hg18|chr16:90248-91497	5C_305_ENm008_FOR_23|hg18|chr16:91497-95256	5C_305_ENm008_FOR_24|hg18|chr16:95256-100530	5C_305_ENm008_FOR_25|hg18|chr16:100530-104687	5C_305_ENm008_REV_26|hg18|chr16:104687-109838	5C_305_ENm008_OUT_27|hg18|chr16:109838-120933	5C_305_ENm008_REV_28|hg18|chr16:120933-131220	5C_305_ENm008_FOR_29|hg18|chr16:131220-134334	5C_305_ENm008_OUT_30|hg18|chr16:134334-147782	5C_305_ENm008_REV_31+32|hg18|chr16:147782-167103	5C_305_ENm008_REV_33|hg18|chr16:167103-171769	5C_305_ENm008_REV_34|hg18|chr16:171769-185994	5C_305_ENm008_FOR_35|hg18|chr16:185994-189074	5C_305_ENm008_OUT_36|hg18|chr16:189074-192185	5C_305_ENm008_REV_37|hg18|chr16:192185-203353	5C_305_ENm008_REV_38|hg18|chr16:203353-217802	5C_305_ENm008_REV_39|hg18|chr16:217802-225341	5C_305_ENm008_REV_40|hg18|chr16:225341-235762	5C_305_ENm008_OUT_41|hg18|chr16:235762-237363	5C_305_ENm008_FOR_42|hg18|chr16:237363-239095	5C_305_ENm008_REV_43|hg18|chr16:239095-247214	5C_305_ENm008_OUT_44|hg18|chr16:247214-260279	5C_305_ENm008_REV_45|hg18|chr16:260279-277942	5C_305_ENm008_OUT_46|hg18|chr16:277942-286059	5C_305_ENm008_FOR_47|hg18|chr16:286059-289198	5C_305_ENm008_FOR_48|hg18|chr16:289198-303867	5C_305_ENm008_FOR_49|hg18|chr16:303867-310528	5C_305_ENm008_FOR_50|hg18|chr16:310528-314538	5C_305_ENm008_FOR_51|hg18|chr16:314538-327240	5C_305_ENm008_OUT_52|hg18|chr16:327240-331940	5C_305_ENm008_FOR_53|hg18|chr16:331940-332109	5C_305_ENm008_FOR_54|hg18|chr16:332109-334889	5C_305_ENm008_FOR_55|hg18|chr16:334889-335401	5C_305_ENm008_OUT_56|hg18|chr16:335401-346310	5C_305_ENm008_FOR_57|hg18|chr16:346310-352385	5C_305_ENm008_FOR_58|hg18|chr16:352385-353009	5C_305_ENm008_REV_59|hg18|chr16:353009-360924	5C_305_ENm008_REV_60|hg18|chr16:360924-372570	5C_305_ENm008_OUT_61|hg18|chr16:372570-372670	5C_305_ENm008_REV_62|hg18|chr16:372670-376971	5C_305_ENm008_REV_63|hg18|chr16:376971-380160	5C_305_ENm008_OUT_64|hg18|chr16:380160-402437	5C_305_ENm008_REV_65|hg18|chr16:402437-418222	5C_305_ENm008_FOR_66|hg18|chr16:418222-421291	5C_305_ENm008_FOR_67|hg18|chr16:421291-433293	5C_305_ENm008_OUT_68|hg18|chr16:433293-433293	5C_305_ENm008_FOR_69|hg18|chr16:441045-445126	5C_305_ENm008_FOR_70|hg18|chr16:445126-447073	5C_305_ENm008_FOR_71|hg18|chr16:447073-454365	5C_305_ENm008_REV_72|hg18|chr16:454365-483412	5C_305_ENm008_FOR_73|hg18|chr16:483412-483472	5C_305_ENm008_REV_74|hg18|chr16:483472-496513	5C_305_ENm008_FOR_75|hg18|chr16:496513-499411
5C_305_ENm008_FOR_23|hg18|chr16:91497-95256	0	0	0	0	0	0	0	0	0	0	303	133	314	314	314	314	314	314	0	314	314	314	314	303	310	86	53	297	314	312	239	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_24|hg18|chr16:95256-100530	0	0	0	0	0	0	0	0	0	0	231	3	314	314	314	314	314	314	314	0	314	314	314	314	314	314	314	314	314	314	314	314	87	0	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_25|hg18|chr16:100530-104687	0	0	0	0	0	0	0	0	0	0	0	0	266	28	314	314	314	314	314	314	0	314	314	314	314	314	314	265	314	312	225	224	132	0	0	1	7	10	74	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_26|hg18|chr16:104687-109838	0	0	0	0	0	0	69	0	0	0	8	0	101	0	126	114	272	314	314	314	314	0	314	314	314	314	186	133	310	313	287	304	286	8	24	157	173	173	163	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_27|hg18|chr16:109838-120933	0	0	0	0	2	0	80	0	1	0	7	0	143	8	6	9	70	201	314	314	314	314	0	314	314	285	296	192	225	246	231	233	276	46	19	62	125	94	192	0	1	1	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_28|hg18|chr16:120933-131220	0	0	0	0	0	0	0	0	0	0	0	0	15	5	2	3	111	153	303	314	314	314	314	0	314	314	313	156	78	93	46	65	137	35	27	33	43	33	54	0	1	1	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_29|hg18|chr16:131220-134334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	110	234	310	314	314	314	314	314	0	314	314	179	230	167	97	126	218	45	2	8	22	8	123	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_30|hg18|chr16:134334-147782	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0	0	56	54	86	314	314	314	285	314	314	0	314	42	175	135	131	228	247	210	145	163	190	105	172	7	4	6	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_31+32|hg18|chr16:147782-167103	0	0	0	0	13	0	305	1	79	0	27	0	25	2	2	2	0	2	53	314	314	186	296	313	314	314	0	314	242	84	10	78	151	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_33|hg18|chr16:167103-171769	0	0	0	2	309	0	312	312	312	248	313	258	313	31	33	2	2	23	297	314	265	133	192	156	179	42	314	0	314	314	96	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_34|hg18|chr16:171769-185994	0	0	0	0	286	0	314	0	69	0	314	79	249	174	81	11	0	68	314	314	314	310	225	78	230	175	242	314	0	314	314	314	298	0	0	0	0	65	219	0	0	0	313	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_35|hg18|chr16:185994-189074	0	0	0	0	16	0	141	0	0	0	266	235	277	212	235	233	85	237	312	314	312	313	246	93	167	135	84	314	314	0	314	314	270	0	0	2	11	225	183	0	0	0	113	177	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_36|hg18|chr16:189074-192185	0	0	0	0	4	0	2	0	0	0	19	9	205	210	231	209	22	176	239	314	225	287	231	46	97	131	10	96	314	314	0	314	293	7	1	52	174	314	212	6	7	8	280	292	148	2	147	66	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_37|hg18|chr16:192185-203353	0	0	0	0	17	0	56	0	0	0	0	0	201	59	16	4	0	16	124	314	224	304	233	65	126	228	78	216	314	314	314	0	314	0	0	260	313	314	240	5	0	0	314	314	314	0	257	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_38|hg18|chr16:203353-217802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	132	286	276	137	218	247	151	0	298	270	293	314	0	314	314	314	314	309	242	155	93	92	239	99	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_39|hg18|chr16:217802-225341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	46	35	45	210	0	0	0	0	7	0	314	0	314	314	314	205	252	193	2	0	5	41	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_40|hg18|chr16:225341-235762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	27	2	145	0	0	0	0	1	0	314	314	0	314	314	314	301	253	3	10	13	84	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_41|hg18|chr16:235762-237363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	157	62	33	8	163	0	0	0	2	52	260	314	314	314	0	314	314	314	269	47	80	103	306	104	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_42|hg18|chr16:237363-239095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	173	125	43	22	190	0	0	0	11	174	313	314	314	314	314	0	314	314	261	52	87	117	307	103	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_43|hg18|chr16:239095-247214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	173	94	33	8	105	0	0	65	225	314	314	309	205	314	314	314	0	314	242	57	250	314	314	314	174	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_44|hg18|chr16:247214-260279	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	74	163	192	54	123	172	5	0	219	183	212	240	242	252	301	314	314	314	0	314	178	291	286	306	82	55	10	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_45|hg18|chr16:260279-277942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	5	155	193	253	269	261	242	314	0	314	314	314	265	193	155	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_46|hg18|chr16:277942-286059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	7	0	93	2	3	47	52	57	178	314	0	314	314	129	264	167	191	76	64	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_47|hg18|chr16:286059-289198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	6	0	0	0	0	8	0	92	0	10	80	87	250	291	314	314	0	314	314	309	187	242	225	221	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_48|hg18|chr16:289198-303867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	12	2	6	12	0	0	313	113	280	314	239	5	13	103	117	314	286	314	314	314	0	314	314	294	298	292	291	278	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_49|hg18|chr16:303867-310528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	9	0	12	0	0	175	177	292	314	99	41	84	306	307	314	306	265	129	314	314	0	314	314	288	245	248	237	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_50|hg18|chr16:310528-314538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	148	314	22	28	45	104	103	314	82	193	264	309	314	314	0	314	314	284	278	269	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_51|hg18|chr16:314538-327240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	40	52	174	55	155	167	187	294	314	314	0	314	314	314	314	269	110	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_52|hg18|chr16:327240-331940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	147	257	0	0	0	0	0	7	10	8	191	242	298	288	314	314	0	314	314	314	314	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_53|hg18|chr16:331940-332109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	12	0	0	0	0	0	0	3	2	76	225	292	245	284	314	314	0	314	314	314	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_54|hg18|chr16:332109-334889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	8	0	0	0	0	0	0	4	0	64	221	291	248	278	314	314	314	0	314	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_55|hg18|chr16:334889-335401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	28	196	278	237	269	314	314	314	314	0	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_56|hg18|chr16:335401-346310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	166	225	269	314	314	314	314	0	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_57|hg18|chr16:346310-352385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	48	310	314	314	314	0	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_FOR_58|hg18|chr16:352385-353009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	314	314	0	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_59|hg18|chr16:353009-360924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	314	0	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_60|hg18|chr16:360924-372570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	314	0	314	314	0	1	0	0	0	0	0	0	0	0	0	0	0	
5C_305_ENm008_OUT_61|hg18|chr16:372570-372670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	314	0	314	314	158	0	0	2	0	0	0	0	0	0	0	0	
5C_305_ENm008_REV_62|hg18|chr16:372670-376971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	314	0	314	308	19	1	50	0	0	0	0	0	0	0	0	
